parkname,family,genus,species,utm_zone,utm_x,utm_y,elev_m,coll_date
noca,Asteraceae,Erigeron,leibergii,10.0,646653.0,5368218.0,1100.0,2002-08-10
noca,Asteraceae,Erigeron,leibergii,10.0,646653.0,5368218.0,1100.0,2002-08-10
noca,Brassicaceae,Arabis,holboellii,10.0,646653.0,5368218.0,1100.0,2002-08-10
noca,Juncaceae,Juncus,drummondii,10.0,646066.0,5371376.0,1450.0,2002-08-10
noca,Juncaceae,Juncus,drummondii,10.0,646066.0,5371376.0,1450.0,2002-08-10
noca,Asteraceae,Solidago,canadensis,10.0,646113.0,5370027.0,1142.0,2002-08-10
noca,Asteraceae,Solidago,canadensis,10.0,646113.0,5370027.0,1142.0,2002-08-10
noca,Asteraceae,Solidago,canadensis,10.0,646113.0,5370027.0,1142.0,2002-08-10
noca,Apiaceae,Lomatium,brandegei,10.0,646113.0,5370027.0,1142.0,2002-08-10
noca,Asteraceae,Hieracium,albiflorum,10.0,646653.0,5368218.0,1100.0,2002-08-10
noca,Asteraceae,Hieracium,albiflorum,10.0,646653.0,5368218.0,1100.0,2002-08-10
noca,Asteraceae,Hieracium,albiflorum,10.0,646653.0,5368218.0,1100.0,2002-08-10
noca,Taxaceae,Taxus,brevifolia,10.0,646653.0,5368218.0,1100.0,2002-08-10
noca,Taxaceae,Taxus,brevifolia,10.0,646653.0,5368218.0,1100.0,2002-08-10
noca,Taxaceae,Taxus,brevifolia,10.0,646653.0,5368218.0,1100.0,2002-08-10
noca,Poaceae,Glyceria,elata,10.0,646653.0,5368218.0,1100.0,2002-08-10
noca,Poaceae,Glyceria,elata,10.0,646653.0,5368218.0,1100.0,2002-08-10
noca,Poaceae,Glyceria,elata,10.0,646653.0,5368218.0,1100.0,2002-08-10
noca,Rosaceae,Sorbus,scopulina,10.0,646653.0,5368218.0,1100.0,2002-08-10
noca,Rosaceae,Sorbus,scopulina,10.0,646653.0,5368218.0,1100.0,2002-08-10
noca,Rosaceae,Sorbus,scopulina,10.0,646653.0,5368218.0,1100.0,2002-08-10
noca,Caprifoliaceae,Lonicera,involucrata,10.0,646653.0,5368218.0,1100.0,2002-08-10
noca,Caprifoliaceae,Lonicera,involucrata,10.0,646653.0,5368218.0,1100.0,2002-08-10
noca,Caprifoliaceae,Lonicera,involucrata,10.0,646653.0,5368218.0,1100.0,2002-08-10
noca,Dryopteridaceae,Athyrium,distentifolium,10.0,646066.0,5371376.0,1450.0,2002-08-10
noca,Dryopteridaceae,Athyrium,distentifolium,10.0,646066.0,5371376.0,1450.0,2002-08-10
noca,Dryopteridaceae,Athyrium,distentifolium,10.0,646066.0,5371376.0,1450.0,2002-08-10
noca,Hydrophyllaceae,Phacelia,hastata,10.0,646066.0,5371376.0,1450.0,2002-08-10
noca,Hydrophyllaceae,Phacelia,hastata,10.0,646066.0,5371376.0,1450.0,2002-08-10
noca,Hydrophyllaceae,Phacelia,hastata,10.0,646066.0,5371376.0,1450.0,2002-08-10
noca,Cyperaceae,Carex,pachystachya,10.0,646066.0,5371376.0,1450.0,2002-08-10
noca,Cyperaceae,Carex,pachystachya,10.0,646066.0,5371376.0,1450.0,2002-08-10
noca,Asteraceae,Artemisia,ludoviciana,10.0,646066.0,5371376.0,1450.0,2002-08-10
noca,Asteraceae,Artemisia,ludoviciana,10.0,646066.0,5371376.0,1450.0,2002-08-10
noca,Asteraceae,Artemisia,ludoviciana,10.0,646066.0,5371376.0,1450.0,2002-08-10
noca,Asteraceae,Artemisia,ludoviciana,10.0,646066.0,5371376.0,1450.0,2002-08-10
noca,Asteraceae,Agoseris,aurantiaca,10.0,646066.0,5371376.0,1450.0,2002-08-10
noca,Grossulariaceae,Ribes,howellii,10.0,646066.0,5371376.0,1450.0,2002-08-10
noca,Grossulariaceae,Ribes,howellii,10.0,646066.0,5371376.0,1450.0,2002-08-10
noca,Grossulariaceae,Ribes,howellii,10.0,646066.0,5371376.0,1450.0,2002-08-10
noca,Onagraceae,Epilobium,alpinum,10.0,646066.0,5371376.0,1450.0,2002-08-10
noca,Onagraceae,Epilobium,alpinum,10.0,646066.0,5371376.0,1450.0,2002-08-10
noca,Portulacaceae,Claytonia,lanceolata,10.0,646066.0,5371376.0,1450.0,2002-08-10
noca,Rubiaceae,Galium,triflorum,10.0,646066.0,5371376.0,1450.0,2002-08-10
noca,Rubiaceae,Galium,triflorum,10.0,646066.0,5371376.0,1450.0,2002-08-10
noca,Rubiaceae,Galium,triflorum,10.0,646066.0,5371376.0,1450.0,2002-08-10
noca,Cyperaceae,Carex,laeviculmis,10.0,646066.0,5371376.0,1450.0,2002-08-10
noca,Cyperaceae,Carex,laeviculmis,10.0,646066.0,5371376.0,1450.0,2002-08-10
noca,Cyperaceae,Carex,laeviculmis,10.0,646066.0,5371376.0,1450.0,2002-08-10
noca,Liliaceae,Veratrum,viride,10.0,646066.0,5371376.0,1450.0,2002-08-10
noca,Orchidaceae,Spiranthes,romanzoffiana,10.0,646113.0,5370027.0,1142.0,2002-08-10
noca,Polygonaceae,Polygonum,minimum,10.0,646113.0,5370027.0,1142.0,2002-08-10
noca,Polygonaceae,Polygonum,minimum,10.0,646113.0,5370027.0,1142.0,2002-08-10
noca,Asteraceae,Arnica,longifolia,10.0,646653.0,5368218.0,1100.0,2002-08-10
noca,Ericaceae,Cassiope,mertensiana,10.0,644169.0,5371697.0,2012.0,2002-08-10
noca,Ericaceae,Cassiope,mertensiana,10.0,644169.0,5371697.0,2012.0,2002-08-10
noca,Empetraceae,Empetrum,nigrum,10.0,644169.0,5371697.0,2012.0,2002-08-10
noca,Empetraceae,Empetrum,nigrum,10.0,644169.0,5371697.0,2012.0,2002-08-10
noca,Rosaceae,Luetkea,pectinata,10.0,644169.0,5371697.0,2012.0,2002-08-10
noca,Rosaceae,Luetkea,pectinata,10.0,644169.0,5371697.0,2012.0,2002-08-10
noca,Lycopodiaceae,Diphasiastrum,sitchense,10.0,644169.0,5371697.0,2012.0,2002-08-10
noca,Lycopodiaceae,Diphasiastrum,sitchense,10.0,644169.0,5371697.0,2012.0,2002-08-10
noca,Lycopodiaceae,Diphasiastrum,sitchense,10.0,644169.0,5371697.0,2012.0,2002-08-10
noca,Pinaceae,Pinus,contorta,10.0,644169.0,5371697.0,2012.0,2002-08-10
noca,Pinaceae,Pinus,contorta,10.0,644169.0,5371697.0,2012.0,2002-08-10
noca,Polygonaceae,Eriogonum,pyrolifolium,10.0,644169.0,5371697.0,2012.0,2002-08-10
noca,Polygonaceae,Eriogonum,pyrolifolium,10.0,644169.0,5371697.0,2012.0,2002-08-10
noca,Valerianaceae,Valeriana,sitchensis,10.0,643879.0,5371421.0,1890.0,2002-08-10
noca,Valerianaceae,Valeriana,sitchensis,10.0,643879.0,5371421.0,1890.0,2002-08-10
noca,Poaceae,Danthonia,intermedia,10.0,643879.0,5371421.0,1890.0,2002-08-10
noca,Poaceae,Danthonia,intermedia,10.0,643879.0,5371421.0,1890.0,2002-08-10
noca,Poaceae,Poa,cusickii,10.0,643879.0,5371421.0,1890.0,2002-08-10
noca,Asteraceae,Arnica,longifolia,10.0,646653.0,5368218.0,1100.0,2002-08-10
noca,Asteraceae,Arnica,longifolia,10.0,646653.0,5368218.0,1100.0,2002-08-10
noca,Juncaceae,Juncus,drummondii,10.0,646066.0,5371376.0,1450.0,2002-08-10
noca,Apiaceae,Lomatium,brandegei,10.0,646113.0,5370027.0,1142.0,2002-08-10
noca,Apiaceae,Lomatium,brandegei,10.0,646113.0,5370027.0,1142.0,2002-08-10
noca,Apiaceae,Lomatium,brandegei,10.0,646113.0,5370027.0,1142.0,2002-08-10
noca,Poaceae,Deschampsia,atropurpurea,10.0,643879.0,5371421.0,1890.0,2002-08-10
noca,Scrophulariaceae,Castilleja,hispida,10.0,643879.0,5371421.0,1890.0,2002-08-10
noca,Scrophulariaceae,Castilleja,hispida,10.0,643879.0,5371421.0,1890.0,2002-08-10
noca,Scrophulariaceae,Castilleja,parviflora,10.0,643879.0,5371421.0,1890.0,2002-08-10
noca,Scrophulariaceae,Castilleja,parviflora,10.0,643879.0,5371421.0,1890.0,2002-08-10
noca,Asteraceae,Artemisia,norvegica,10.0,643879.0,5371421.0,1890.0,2002-08-10
noca,Asteraceae,Artemisia,norvegica,10.0,643879.0,5371421.0,1890.0,2002-08-10
noca,Asteraceae,Artemisia,norvegica,10.0,643879.0,5371421.0,1890.0,2002-08-10
noca,Polemoniaceae,Phlox,diffusa,10.0,643879.0,5371421.0,1890.0,2002-08-10
noca,Polemoniaceae,Phlox,diffusa,10.0,643879.0,5371421.0,1890.0,2002-08-10
noca,Scrophulariaceae,Veronica,cusickii,10.0,643879.0,5371421.0,1890.0,2002-08-10
noca,Apiaceae,Lomatium,martindalei,10.0,643879.0,5371421.0,1890.0,2002-08-10
noca,Rosaceae,Potentilla,flabellifolia,10.0,643879.0,5371421.0,1890.0,2002-08-10
noca,Rosaceae,Rubus,idaeus,10.0,636621.0,5420424.0,620.0,2002-07-13
noca,Liliaceae,Lilium,columbianum,10.0,636621.0,5420424.0,620.0,2002-07-13
noca,Ericaceae,Pyrola,asarifolia,10.0,636621.0,5420424.0,620.0,2002-07-13
noca,Salicaceae,Populus,tremuloides,10.0,636621.0,5420424.0,620.0,2002-07-13
noca,Lycopodiaceae,Lycopodium,annotinum,10.0,636621.0,5420424.0,620.0,2002-07-13
noca,Cyperaceae,Carex,spectabilis,10.0,643879.0,5371421.0,1890.0,2002-08-10
noca,Poaceae,Phleum,alpinum,10.0,643879.0,5371421.0,1890.0,2002-08-10
noca,Saxifragaceae,Saxifraga,ferruginea,10.0,643879.0,5371421.0,1890.0,2002-08-10
noca,Saxifragaceae,Saxifraga,ferruginea,10.0,643879.0,5371421.0,1890.0,2002-08-10
noca,Saxifragaceae,Saxifraga,ferruginea,10.0,643879.0,5371421.0,1890.0,2002-08-10
noca,Scrophulariaceae,Penstemon,procerus,10.0,643879.0,5371421.0,1890.0,2002-08-10
noca,Scrophulariaceae,Penstemon,procerus,10.0,643879.0,5371421.0,1890.0,2002-08-10
noca,Asteraceae,Erigeron,peregrinus,10.0,643879.0,5371421.0,1890.0,2002-08-10
noca,Rosaceae,Sibbaldia,procumbens,10.0,643879.0,5371421.0,1890.0,2002-08-10
noca,Rosaceae,Sibbaldia,procumbens,10.0,643879.0,5371421.0,1890.0,2002-08-10
noca,Ericaceae,Vaccinium,deliciosum,10.0,643879.0,5371421.0,1890.0,2002-08-10
noca,Ericaceae,Vaccinium,deliciosum,10.0,643879.0,5371421.0,1890.0,2002-08-10
noca,Ericaceae,Vaccinium,deliciosum,10.0,643879.0,5371421.0,1890.0,2002-08-10
noca,Asteraceae,Antennaria,lanata,10.0,643879.0,5371421.0,1890.0,2002-08-10
noca,Poaceae,Agrostis,variabilis,10.0,643879.0,5371421.0,1890.0,2002-08-10
noca,Polemoniaceae,Polemonium,elegans,10.0,644230.0,5372172.0,2317.0,2002-08-10
noca,Polemoniaceae,Polemonium,elegans,10.0,644230.0,5372172.0,2317.0,2002-08-10
noca,Polemoniaceae,Polemonium,elegans,10.0,644230.0,5372172.0,2317.0,2002-08-10
noca,Polygonaceae,Oxyria,digyna,10.0,644230.0,5372172.0,2317.0,2002-08-10
noca,Polygonaceae,Oxyria,digyna,10.0,644230.0,5372172.0,2317.0,2002-08-10
noca,Brassicaceae,Draba,lonchocarpa,10.0,644230.0,5372172.0,2317.0,2002-08-10
noca,Asteraceae,Haplopappus,lyallii,10.0,644230.0,5372172.0,2317.0,2002-08-10
noca,Asteraceae,Haplopappus,lyallii,10.0,644230.0,5372172.0,2317.0,2002-08-10
noca,Asteraceae,Haplopappus,lyallii,10.0,644230.0,5372172.0,2317.0,2002-08-10
noca,Cupressaceae,Juniperus,communis,10.0,644230.0,5372172.0,2317.0,2002-08-10
noca,Cupressaceae,Juniperus,communis,10.0,644230.0,5372172.0,2317.0,2002-08-10
noca,Poaceae,Trisetum,spicatum,10.0,644230.0,5372172.0,2317.0,2002-08-10
noca,Poaceae,Trisetum,spicatum,10.0,644230.0,5372172.0,2317.0,2002-08-10
noca,Juncaceae,Luzula,spicata,10.0,644230.0,5372172.0,2317.0,2002-08-10
noca,Juncaceae,Luzula,spicata,10.0,644230.0,5372172.0,2317.0,2002-08-10
noca,Saxifragaceae,Saxifraga,oppositifolia,10.0,644230.0,5372172.0,2317.0,2002-08-10
noca,Saxifragaceae,Saxifraga,oppositifolia,10.0,644230.0,5372172.0,2317.0,2002-08-10
noca,Juncaceae,Luzula,piperi,10.0,644230.0,5372172.0,2317.0,2002-08-10
noca,Juncaceae,Luzula,piperi,10.0,644230.0,5372172.0,2317.0,2002-08-10
noca,Juncaceae,Luzula,piperi,10.0,644230.0,5372172.0,2317.0,2002-08-10
noca,Caryophyllaceae,Silene,acaulis,10.0,644230.0,5372172.0,2317.0,2002-08-10
noca,Caryophyllaceae,Silene,acaulis,10.0,644230.0,5372172.0,2317.0,2002-08-10
noca,Selaginellaceae,Selaginella,densa,10.0,644230.0,5372172.0,2317.0,2002-08-10
noca,Hydrophyllaceae,Phacelia,sericea,10.0,644230.0,5372172.0,2317.0,2002-08-10
noca,Hydrophyllaceae,Phacelia,sericea,10.0,644230.0,5372172.0,2317.0,2002-08-10
noca,Asteraceae,Antennaria,umbrinella,10.0,644230.0,5372172.0,2317.0,2002-08-10
noca,Asteraceae,Antennaria,umbrinella,10.0,644230.0,5372172.0,2317.0,2002-08-10
noca,Caryophyllaceae,Arenaria,rubella,10.0,644230.0,5372172.0,2317.0,2002-08-10
noca,Asteraceae,Erigeron,aureus,10.0,644230.0,5372172.0,2317.0,2002-08-10
noca,Asteraceae,Erigeron,aureus,10.0,644230.0,5372172.0,2317.0,2002-08-10
noca,Cyperaceae,Carex,phaeocephala,10.0,644230.0,5372172.0,2317.0,2002-08-10
noca,Cyperaceae,Carex,phaeocephala,10.0,644230.0,5372172.0,2317.0,2002-08-10
noca,Cyperaceae,Carex,breweri,10.0,644230.0,5372172.0,2317.0,2002-08-10
noca,Cyperaceae,Carex,breweri,10.0,644230.0,5372172.0,2317.0,2002-08-10
noca,Poaceae,Poa,cusickii,10.0,644230.0,5372172.0,2317.0,2002-08-10
noca,Poaceae,Poa,cusickii,10.0,644230.0,5372172.0,2317.0,2002-08-10
noca,Poaceae,Poa,cusickii,10.0,644230.0,5372172.0,2317.0,2002-08-10
noca,Juncaceae,Juncus,drummondii,10.0,644230.0,5372172.0,2317.0,2002-08-10
noca,Juncaceae,Juncus,drummondii,10.0,644230.0,5372172.0,2317.0,2002-08-10
noca,Juncaceae,Juncus,drummondii,10.0,644230.0,5372172.0,2317.0,2002-08-10
noca,Poaceae,Poa,lettermanii,10.0,644230.0,5372172.0,2317.0,2002-08-10
noca,Ericaceae,Phyllodoce,glanduliflora,10.0,644230.0,5372172.0,2317.0,2002-08-10
noca,Ericaceae,Phyllodoce,glanduliflora,10.0,644230.0,5372172.0,2317.0,2002-08-10
noca,Saxifragaceae,Saxifraga,bronchialis,10.0,644230.0,5372172.0,2317.0,2002-08-10
noca,Saxifragaceae,Saxifraga,bronchialis,10.0,644230.0,5372172.0,2317.0,2002-08-10
noca,Brassicaceae,Draba,lonchocarpa,10.0,644230.0,5372172.0,2317.0,2002-08-10
noca,Brassicaceae,Smelowskia,ovalis,10.0,644230.0,5372172.0,2317.0,2002-08-10
noca,Cyperaceae,Carex,phaeocephala,10.0,644230.0,5372172.0,2317.0,2002-08-10
noca,Cyperaceae,Carex,phaeocephala,10.0,644230.0,5372172.0,2317.0,2002-08-10
noca,Cyperaceae,Carex,phaeocephala,10.0,644230.0,5372172.0,2317.0,2002-08-10
noca,Poaceae,Festuca,ovina,10.0,644230.0,5372172.0,2317.0,2002-08-10
noca,Poaceae,Festuca,ovina,10.0,644230.0,5372172.0,2317.0,2002-08-10
noca,Scrophulariaceae,Penstemon,davidsonii,10.0,644230.0,5372172.0,2317.0,2002-08-10
noca,Scrophulariaceae,Penstemon,davidsonii,10.0,644230.0,5372172.0,2317.0,2002-08-10
noca,Cyperaceae,Carex,pyrenaica,10.0,644230.0,5372172.0,2317.0,2002-08-10
noca,Cyperaceae,Carex,pyrenaica,10.0,644230.0,5372172.0,2317.0,2002-08-10
noca,Poaceae,Poa,alpina,10.0,644230.0,5372172.0,2317.0,2002-08-10
noca,Poaceae,Poa,alpina,10.0,644230.0,5372172.0,2317.0,2002-08-10
noca,Poaceae,Poa,interior,10.0,644169.0,5371697.0,2012.0,2002-08-10
noca,Poaceae,Poa,interior,10.0,644169.0,5371697.0,2012.0,2002-08-10
noca,Poaceae,Poa,interior,10.0,644169.0,5371697.0,2012.0,2002-08-10
noca,Ericaceae,Phyllodoce,empetriformis,10.0,644169.0,5371697.0,2012.0,2002-08-10
noca,Ericaceae,Phyllodoce,empetriformis,10.0,644169.0,5371697.0,2012.0,2002-08-10
noca,Poaceae,Poa,cusickii,10.0,643879.0,5371421.0,1890.0,2002-08-10
noca,Poaceae,Trisetum,spicatum,10.0,643879.0,5371421.0,1890.0,2002-08-10
noca,Poaceae,Deschampsia,atropurpurea,10.0,643879.0,5371421.0,1890.0,2002-08-10
noca,Liliaceae,Lilium,columbianum,10.0,636621.0,5420424.0,620.0,2002-07-13
noca,Violaceae,Viola,orbiculata,10.0,636621.0,5420424.0,620.0,2002-07-13
noca,Violaceae,Viola,orbiculata,10.0,636621.0,5420424.0,620.0,2002-07-13
noca,Violaceae,Viola,orbiculata,10.0,636621.0,5420424.0,620.0,2002-07-13
noca,Ericaceae,Chimaphila,menziesii,10.0,636621.0,5420424.0,620.0,2002-07-13
noca,Ericaceae,Chimaphila,menziesii,10.0,636621.0,5420424.0,620.0,2002-07-13
noca,Ericaceae,Chimaphila,menziesii,10.0,636621.0,5420424.0,620.0,2002-07-13
noca,Ericaceae,Vaccinium,ovalifolium,10.0,636621.0,5420424.0,620.0,2002-07-13
noca,Ericaceae,Vaccinium,ovalifolium,10.0,636621.0,5420424.0,620.0,2002-07-13
noca,Ericaceae,Vaccinium,ovalifolium,10.0,636621.0,5420424.0,620.0,2002-07-13
noca,Ophioglossaceae,Botrychium,lanceolatum,10.0,642001.0,5371259.0,366.0,2002-08-10
noca,Ophioglossaceae,Botrychium,multifidum,10.0,642001.0,5371259.0,366.0,2002-08-10
noca,Ophioglossaceae,Botrychium,lunaria,10.0,643214.0,5372722.0,1784.0,2002-08-10
noca,Ophioglossaceae,Botrychium,lunaria,10.0,643214.0,5372722.0,1784.0,2002-08-10
noca,Lycopodiaceae,Diphasiastrum,alpinum,10.0,643620.0,5370954.0,1951.0,2002-09-13
noca,Lycopodiaceae,Diphasiastrum,alpinum,10.0,643620.0,5370954.0,1951.0,2002-09-13
noca,Ericaceae,Vaccinium,alaskaense,10.0,641260.0,5393520.0,,2002-06-15
noca,Asteraceae,Madia,minima,10.0,646113.0,5370027.0,1142.0,2002-08-10
noca,Pteridaceae,Aspidotis,densa,10.0,646113.0,5370027.0,1142.0,2002-08-10
noca,Pteridaceae,Aspidotis,densa,10.0,646113.0,5370027.0,1142.0,2002-08-10
noca,Pteridaceae,Aspidotis,densa,10.0,646113.0,5370027.0,1142.0,2002-08-10
noca,Ophioglossaceae,Botrychium,multifidum,10.0,642001.0,5371259.0,366.0,2002-08-10
noca,Ophioglossaceae,Botrychium,multifidum,10.0,642001.0,5371259.0,366.0,2002-08-10
noca,Rosaceae,Potentilla,flabellifolia,10.0,643879.0,5371421.0,1890.0,2002-08-10
noca,Poaceae,Agrostis,variabilis,10.0,643879.0,5371421.0,1890.0,2002-08-10
noca,Ericaceae,Kalmia,microphylla,10.0,643879.0,5371421.0,1829.0,2002-08-10
noca,Ericaceae,Kalmia,microphylla,10.0,643879.0,5371421.0,1829.0,2002-08-10
noca,Cyperaceae,Carex,spectabilis,10.0,644285.0,5369462.0,1433.0,2002-08-10
noca,Cyperaceae,Carex,spectabilis,10.0,644285.0,5369462.0,1433.0,2002-08-10
noca,Cyperaceae,Carex,spectabilis,10.0,644285.0,5369462.0,1433.0,2002-08-10
noca,Ericaceae,Vaccinium,deliciosum,10.0,644285.0,5369462.0,1433.0,2002-08-10
noca,Betulaceae,Alnus,viridis,10.0,636621.0,5420424.0,620.0,2002-07-13
noca,Aceraceae,Acer,circinatum,10.0,636621.0,5420424.0,620.0,2002-07-13
noca,Aceraceae,Acer,circinatum,10.0,636621.0,5420424.0,620.0,2002-07-13
noca,Asteraceae,Petasites,frigidus,10.0,644431.0,5369273.0,1424.0,2002-08-10
noca,Ericaceae,Vaccinium,alaskaense,10.0,641260.0,5393520.0,,2002-06-15
noca,Ericaceae,Vaccinium,alaskaense,10.0,641260.0,5393520.0,,2002-06-15
noca,Scrophulariaceae,Penstemon,davidsonii,10.0,638093.0,5395232.0,819.0,2002-06-15
noca,Scrophulariaceae,Penstemon,davidsonii,10.0,638093.0,5395232.0,819.0,2002-06-15
noca,Scrophulariaceae,Penstemon,davidsonii,10.0,638093.0,5395232.0,819.0,2002-06-15
noca,Rosaceae,Rubus,ursinus,10.0,638093.0,5395232.0,819.0,2002-06-15
noca,Rosaceae,Rubus,ursinus,10.0,638093.0,5395232.0,819.0,2002-06-15
noca,Rosaceae,Rubus,ursinus,10.0,638093.0,5395232.0,819.0,2002-06-15
noca,Violaceae,Viola,glabella,10.0,638093.0,5395232.0,819.0,2002-06-15
noca,Violaceae,Viola,glabella,10.0,638093.0,5395232.0,819.0,2002-06-15
noca,Ericaceae,Menziesia,ferruginea,10.0,641260.0,5393520.0,,2002-06-15
noca,Rosaceae,Potentilla,arguta,10.0,640420.0,5419963.0,590.0,2002-07-13
noca,Poaceae,Elymus,glaucus,10.0,640420.0,5419963.0,590.0,2002-07-13
noca,Poaceae,Elymus,glaucus,10.0,640420.0,5419963.0,590.0,2002-07-13
noca,Saxifragaceae,Leptarrhena,pyrolifolia,10.0,643879.0,5371421.0,1829.0,2002-08-10
noca,Saxifragaceae,Leptarrhena,pyrolifolia,10.0,643879.0,5371421.0,1829.0,2002-08-10
noca,Lycopodiaceae,Huperzia,haleakalae,10.0,643879.0,5371421.0,1829.0,2002-08-10
noca,Ranunculaceae,Caltha,biflora,10.0,643879.0,5371421.0,1829.0,2002-08-10
noca,Ranunculaceae,Caltha,biflora,10.0,643879.0,5371421.0,1829.0,2002-08-10
noca,Ranunculaceae,Ranunculus,eschscholtzii,10.0,643879.0,5371421.0,1829.0,2002-08-10
noca,Ranunculaceae,Ranunculus,eschscholtzii,10.0,643879.0,5371421.0,1829.0,2002-08-10
noca,Asteraceae,Petasites,frigidus,10.0,643879.0,5371421.0,1829.0,2002-08-10
noca,Asteraceae,Petasites,frigidus,10.0,643879.0,5371421.0,1829.0,2002-08-10
noca,Cyperaceae,Carex,nigricans,10.0,643879.0,5371421.0,1829.0,2002-08-10
noca,Cyperaceae,Carex,nigricans,10.0,643879.0,5371421.0,1829.0,2002-08-10
noca,Cyperaceae,Carex,nigricans,10.0,643879.0,5371421.0,1829.0,2002-08-10
noca,Pinaceae,Larix,lyallii,10.0,645017.0,5371611.0,2134.0,2002-08-10
noca,Pinaceae,Larix,lyallii,10.0,645017.0,5371611.0,2134.0,2002-08-10
noca,Onagraceae,Epilobium,clavatum,10.0,643879.0,5371421.0,1890.0,2002-08-10
noca,Onagraceae,Epilobium,clavatum,10.0,643879.0,5371421.0,1890.0,2002-08-10
noca,Ericaceae,Arctostaphylos,uva-ursi,10.0,645459.0,5413630.0,511.0,2002-07-12
noca,Ericaceae,Arctostaphylos,uva-ursi,10.0,645459.0,5413630.0,511.0,2002-07-12
noca,Ericaceae,Arctostaphylos,uva-ursi,10.0,645459.0,5413630.0,511.0,2002-07-12
noca,Berberidaceae,Berberis,nervosa,10.0,645459.0,5413630.0,511.0,2002-07-12
noca,Berberidaceae,Berberis,nervosa,10.0,645459.0,5413630.0,511.0,2002-07-12
noca,Berberidaceae,Berberis,nervosa,10.0,645459.0,5413630.0,511.0,2002-07-12
noca,Rosaceae,Rosa,gymnocarpa,10.0,645775.0,5413602.0,502.0,2002-07-12
noca,Rosaceae,Rosa,gymnocarpa,10.0,645775.0,5413602.0,502.0,2002-07-12
noca,Rosaceae,Rosa,gymnocarpa,10.0,645775.0,5413602.0,502.0,2002-07-12
noca,Saxifragaceae,Heuchera,micrantha,10.0,645489.0,5414517.0,516.0,2002-07-12
noca,Saxifragaceae,Heuchera,micrantha,10.0,645489.0,5414517.0,516.0,2002-07-12
noca,Saxifragaceae,Heuchera,micrantha,10.0,645489.0,5414517.0,516.0,2002-07-12
noca,Caryophyllaceae,Arenaria,macrophylla,10.0,645489.0,5414517.0,516.0,2002-07-12
noca,Caryophyllaceae,Arenaria,macrophylla,10.0,645489.0,5414517.0,516.0,2002-07-12
noca,Caryophyllaceae,Arenaria,macrophylla,10.0,645489.0,5414517.0,516.0,2002-07-12
noca,Pteridaceae,Cryptogramma,acrostichoides,10.0,644522.0,5416137.0,549.0,2002-07-12
noca,Pteridaceae,Cryptogramma,acrostichoides,10.0,644522.0,5416137.0,549.0,2002-07-12
noca,Pteridaceae,Cryptogramma,acrostichoides,10.0,644522.0,5416137.0,549.0,2002-07-12
noca,Pteridaceae,Aspidotis,densa,10.0,644522.0,5416137.0,549.0,2002-07-12
noca,Pteridaceae,Aspidotis,densa,10.0,644522.0,5416137.0,549.0,2002-07-12
noca,Pteridaceae,Aspidotis,densa,10.0,644522.0,5416137.0,549.0,2002-07-12
noca,Dryopteridaceae,Cystopteris,fragilis,10.0,644522.0,5416137.0,549.0,2002-07-12
noca,Dryopteridaceae,Cystopteris,fragilis,10.0,644522.0,5416137.0,549.0,2002-07-12
noca,Dryopteridaceae,Cystopteris,fragilis,10.0,644522.0,5416137.0,549.0,2002-07-12
noca,Cupressaceae,Juniperus,scopulorum,10.0,644522.0,5416137.0,549.0,2002-07-12
noca,Cupressaceae,Juniperus,scopulorum,10.0,644522.0,5416137.0,549.0,2002-07-12
noca,Cupressaceae,Juniperus,scopulorum,10.0,644522.0,5416137.0,549.0,2002-07-12
noca,Asteraceae,Hieracium,scouleri,10.0,644522.0,5416137.0,549.0,2002-07-12
noca,Asteraceae,Hieracium,scouleri,10.0,644522.0,5416137.0,549.0,2002-07-12
noca,Asteraceae,Hieracium,scouleri,10.0,644522.0,5416137.0,549.0,2002-07-12
noca,Apiaceae,Lomatium,nudicaule,10.0,644522.0,5416137.0,549.0,2002-07-12
noca,Apiaceae,Lomatium,nudicaule,10.0,644522.0,5416137.0,549.0,2002-07-12
noca,Apiaceae,Lomatium,nudicaule,10.0,644522.0,5416137.0,549.0,2002-07-12
noca,Ericaceae,Pyrola,asarifolia,10.0,636621.0,5420424.0,620.0,2002-07-13
noca,Ericaceae,Pyrola,asarifolia,10.0,636621.0,5420424.0,620.0,2002-07-13
noca,Lycopodiaceae,Lycopodium,annotinum,10.0,636621.0,5420424.0,620.0,2002-07-13
noca,Lycopodiaceae,Lycopodium,annotinum,10.0,636621.0,5420424.0,620.0,2002-07-13
noca,Lycopodiaceae,Diphasiastrum,complanatum,10.0,636621.0,5420424.0,620.0,2002-07-13
noca,Lycopodiaceae,Diphasiastrum,complanatum,10.0,636621.0,5420424.0,620.0,2002-07-13
noca,Lycopodiaceae,Diphasiastrum,complanatum,10.0,636621.0,5420424.0,620.0,2002-07-13
noca,Lycopodiaceae,Diphasiastrum,complanatum,10.0,636621.0,5420424.0,620.0,2002-07-13
noca,Lycopodiaceae,Lycopodium,clavatum,10.0,636621.0,5420424.0,620.0,2002-07-13
noca,Lycopodiaceae,Lycopodium,clavatum,10.0,636621.0,5420424.0,620.0,2002-07-13
noca,Orchidaceae,Corallorhiza,mertensiana,10.0,636621.0,5420424.0,620.0,2002-07-13
